loss_train, rec_loss, kl_loss
0.3654596408208211,0.3654596408208211,0.0
0.35837872491942513,0.35837872491942513,0.0
0.34346440103318954,0.34346440103318954,0.0
0.33457323246532017,0.33457323246532017,0.0
0.3231809073024326,0.3231809073024326,0.0
0.31053650710317826,0.31053650710317826,0.0
0.2972874608304765,0.2972874608304765,0.0
0.288870589600669,0.288870589600669,0.0
0.27783334255218506,0.27783334255218506,0.0
0.26644031206766766,0.26644031206766766,0.0
0.25453929437531364,0.25453929437531364,0.0
0.24308146039644876,0.24308146039644876,0.0
0.23380403055085075,0.23380403055085075,0.0
0.22626586755116782,0.22626586755116782,0.0
0.22292147080103555,0.22292147080103555,0.0
0.220367345545027,0.220367345545027,0.0
0.21259561512205336,0.21259561512205336,0.0
0.20614604983064863,0.20614604983064863,0.0
0.19878691765997145,0.19878691765997145,0.0
0.19400442805555132,0.19400442805555132,0.0
0.19023631347550285,0.19023631347550285,0.0
0.1857210099697113,0.1857210099697113,0.0
0.1829201794332928,0.1829201794332928,0.0
0.1855461680226856,0.1855461680226856,0.0
0.18818131420347425,0.18818131420347425,0.0
0.1844162940979004,0.1844162940979004,0.0
0.18268781900405884,0.18268781900405884,0.0
0.17808817658159468,0.17808817658159468,0.0
0.17429468366834852,0.17429468366834852,0.0
0.17098025977611542,0.17098025977611542,0.0
0.16867987480428484,0.16867987480428484,0.0
0.16704908510049185,0.16704908510049185,0.0
0.16417469912105137,0.16417469912105137,0.0
0.16405747665299308,0.16405747665299308,0.0
0.16781509088145363,0.16781509088145363,0.0
0.1820738563934962,0.1820738563934962,0.0
0.18835361467467415,0.18835361467467415,0.0
0.1766484280427297,0.1766484280427297,0.0
0.1678259935643938,0.1678259935643938,0.0
0.16162822312778896,0.16162822312778896,0.0
0.15673882928159502,0.15673882928159502,0.0
0.15297960076067182,0.15297960076067182,0.0
0.15060331755214268,0.15060331755214268,0.0
0.15046858290831247,0.15046858290831247,0.0
0.14698805742793614,0.14698805742793614,0.0
0.1455827835533354,0.1455827835533354,0.0
0.14260993235641056,0.14260993235641056,0.0
0.13977457914087507,0.13977457914087507,0.0
0.13721888926294115,0.13721888926294115,0.0
0.13632267465194067,0.13632267465194067,0.0
0.1356618089808358,0.1356618089808358,0.0
0.1316745181878408,0.1316745181878408,0.0
0.12777839849392572,0.12777839849392572,0.0
0.12986818452676138,0.12986818452676138,0.0
0.12995477351877424,0.12995477351877424,0.0
0.1300290839539634,0.1300290839539634,0.0
0.12350060790777206,0.12350060790777206,0.0
0.1196035924885008,0.1196035924885008,0.0
0.11540874093770981,0.11540874093770981,0.0
0.11313265479273266,0.11313265479273266,0.0
0.11003680609994465,0.11003680609994465,0.0
0.11258686416678959,0.11258686416678959,0.0
