dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42,dim43,dim44,dim45,dim46,dim47,dim48,dim49,dim50,dim51,dim52,dim53,dim54,dim55,dim56,dim57,dim58,dim59,dim60
-0.036270052,-0.09635547,0.021486375,-0.13384709,0.2043438,-0.025151655,-0.057873327,0.049716428,0.13031024,-0.08439328,0.058881857,0.05546493,0.035059065,-0.046164624,-0.009548379,0.27630833,-0.109267324,0.17969753,1.4005169,0.18304826,0.054656204,-0.22937655,0.18038225,0.0026387945,0.07878826,0.3398298,-0.035015523,-0.43530557,-0.08749505,0.05523718,-0.43560928,0.1796931,-0.1402611,-0.037127703,-1.2120591,0.20382848,0.26655203,-0.14677303,0.01932755,0.23981833,0.20426686,-0.060027726,-0.1442141,1.1631988,0.10272699,0.040603757,0.19451578,0.03843691,0.07175576,-0.057836816,-0.39764145,0.022254774,-0.20193325,0.07256744,-0.037624225,-0.014747027,-0.07613219,0.30500892,0.01839368,0.018812068
-0.15377964,0.12896532,0.1480841,0.20710361,-0.27921122,0.03293764,-0.08364546,0.053465996,0.20989211,0.037917413,0.029458633,-0.121250406,0.07619379,0.09502297,-0.013836788,0.022145344,-0.5722729,-0.07928344,0.20450613,-0.22534634,0.269928,-0.2365872,0.37945458,-0.01350113,0.2167224,-0.1099917,-0.08425547,0.28544596,0.09621718,0.20980904,0.43486035,0.32321176,0.14058374,0.15589815,0.85562575,-0.84656733,-0.1385097,-0.20627367,0.016074939,-0.7425103,0.11616503,-0.13210341,-0.2844631,-0.041644957,0.07793826,-0.2015497,0.15233156,-0.10346148,-0.12054675,0.13554306,-0.8036172,-0.12943718,0.12501882,0.09802581,0.10246625,0.2873193,0.17932865,-1.1965773,-0.24701923,0.14026566
0.07238443,-0.09252446,0.047340896,-0.30247867,0.46537912,-0.028894173,0.28850323,0.3682476,0.03246111,-0.019982763,-0.013074651,0.022134766,-0.22163755,-0.14859606,0.044719204,-0.16498774,0.26639616,-0.08007629,-0.24190453,-0.08497746,-0.26396295,-0.11112553,0.10352238,-0.1408186,0.23656726,0.44503054,0.32362643,-0.2733944,0.051224414,-0.2643439,-0.17301452,0.5696109,-0.16916534,-0.13853551,-1.0415738,0.2011038,-0.095688224,0.40864593,-0.002439553,0.8169311,-0.3744821,-0.15281846,-0.09298044,0.62879616,-0.03158585,0.22776169,0.03604379,-0.24048677,-0.06298969,-0.2874834,0.18173726,0.2957981,-0.014978504,0.013183912,-0.1143375,-0.03268986,0.07697509,0.9146056,-0.09806816,-0.13914895
0.14980547,0.0062489603,-0.17330062,-0.2651432,0.51644254,0.015995095,-0.06845256,0.1650858,-0.1891143,0.03515755,0.075277634,0.33720142,0.26795897,-0.081773825,-0.16167189,-0.026593389,0.30056033,-0.1009963,2.0618117,0.03889336,-0.23083223,0.18504748,-0.20771673,0.007211022,-0.089365214,0.021254133,-0.15811476,-0.12423058,-0.090105474,-0.050060168,0.7845161,0.09481184,0.03259621,-0.2135903,-0.40886208,0.4512135,0.030091647,0.1026454,-0.011220323,0.2163279,-0.034621622,-0.24370155,0.09104753,-0.13553466,-0.083558,0.28659055,-0.1393017,0.071447685,0.002065452,-0.4584811,0.64830345,-0.13131993,-0.11227243,0.054213773,-0.3563955,-0.06251776,0.0484464,-0.07912494,0.28997794,-0.05388073
-0.012570463,0.12302483,0.016959388,-0.0794791,-0.29635847,-0.1961926,0.020687973,-0.040445704,-0.16725229,-0.17318699,0.14019081,-0.1847513,-0.16281617,0.017679742,-0.12045564,-0.15810257,0.35677502,-0.10819562,0.758651,0.0012884764,-0.26934946,0.1473214,-0.5732654,-0.025276862,-0.35035115,-0.28029767,0.64219415,-0.13441674,0.0008292692,-0.19438794,0.6246189,0.07874793,-0.12918723,0.24871507,0.37481955,0.5027385,-0.32198587,-0.03141205,0.10618465,-0.011054255,-0.19612543,0.18550834,0.090023026,0.16970575,0.16330601,0.17134267,-0.2537187,0.049569566,0.13052736,0.093741,1.0209305,0.1311783,0.14892091,0.059917547,-0.08029271,-0.18732317,-0.10164605,0.034725204,-0.3401673,-0.042536203
-0.12644814,0.015832433,-0.028027024,0.092870876,-0.35160774,-0.08495471,0.06670406,0.020425443,0.009098303,-0.14923835,0.009005288,-0.1358436,-0.066710375,0.27995297,-0.0636118,0.088566415,0.23222286,-0.13737442,-1.5303451,-0.07244216,-0.17193907,-0.05303012,-0.2693185,-0.053837918,-0.027820796,-0.0008116998,0.3610324,-0.27735648,0.0065902667,-0.046311542,-0.0132728685,0.16874859,0.011723599,0.13647673,0.45743203,0.16509551,-0.13241594,0.09863751,0.24589,0.22251344,-0.057177603,0.31098074,0.055822566,0.0209735,-0.08397764,0.026069822,-0.0035580732,0.08204696,-0.09608818,0.08438572,0.8684318,0.13966739,0.31765854,0.055929817,0.0356927,-0.09937227,0.06967781,0.3636719,-0.26546976,0.047438152
0.12046551,0.05209455,-0.10773556,0.23253316,-0.1328451,0.058618806,-0.03698985,-0.19468403,-0.15332058,-0.016117081,-0.06505808,-0.23672377,-0.0277902,0.061094068,-0.037941836,-0.22575024,0.001263652,-0.06384586,1.8395605,0.0641181,0.025406677,-0.015028462,-0.28997946,0.20696917,-0.3366789,-0.17772165,-0.19921711,0.22889674,0.05934402,-0.38288295,-0.005359659,-0.31594765,0.11266004,-0.091322005,-0.245801,0.06730368,0.01335666,-0.0913962,-0.21677734,0.12745193,0.07290442,0.08733884,-0.025737703,0.35592034,0.03286098,0.012743929,-0.23404424,-0.11822764,0.24370892,0.34329155,-0.32915875,0.05109082,0.043205783,-0.021998405,-0.13067609,0.033049617,-0.007974297,0.7219038,0.041305248,-0.47598818
0.1387777,-0.009167699,-0.066929325,-0.08478488,-0.0711307,-0.0061490275,-0.36473933,0.168547,-0.057970844,-0.12792322,-0.024597678,0.1343419,0.07347414,-0.023796268,0.07579551,-0.022597076,-0.19845074,-0.06735732,-1.0224938,-0.00042763166,-0.059793748,0.005218245,-0.1878618,-0.04656131,-0.14055327,-0.26313737,-0.7919685,0.14468502,0.3128353,0.21035762,-0.046668783,0.031327985,-0.016145848,0.22433501,0.5276788,-0.7007028,-0.37052196,-0.54305714,-0.39551836,0.426235,0.009926967,-0.22846627,-0.1195414,-0.63331217,-0.09166129,-0.03132505,-0.21614093,-0.12335598,0.41214737,0.0700544,-1.1471616,0.0875395,0.22895156,0.011331603,0.23301953,0.011119716,-0.0013598204,0.046669893,-0.39239708,-0.09527258
-0.22374307,0.14959213,0.1947446,0.025944114,-0.5467482,-0.02816658,0.059973005,-0.07719804,0.12751715,-0.050818764,-0.19831778,-0.13962327,-0.13785027,0.15289445,-0.11320559,0.42874563,0.19341786,0.18551153,-0.84481233,0.12358883,-0.1592161,-0.10642314,-0.0069454834,0.07695023,0.02012293,0.25349003,0.41823146,-0.25441614,-0.123508364,0.017400896,-0.3922553,0.020941712,0.041429617,0.14495715,0.7033715,0.508996,0.22117384,-0.057826668,0.38248742,0.10840078,0.21353303,0.08241708,0.055937503,0.65017563,0.10740918,-0.21360499,0.08740628,0.14843199,0.027594617,0.09616983,0.42671767,-0.09660823,0.14582781,-0.00894098,0.18426475,0.021442786,-0.10042018,0.27567056,-0.012352144,0.023825958
-0.21538796,0.02803693,-0.19767137,0.05761776,-0.11744522,0.064653024,0.29898888,-0.06476618,0.1429095,0.12608334,0.027883867,-0.070281915,0.13601261,-0.01876449,0.023805698,-0.036835726,0.09695943,0.039596546,0.30588934,0.2216617,0.21419816,-0.045027673,0.13639057,0.044607796,0.11201566,0.10185225,0.53170747,0.4287312,-0.09778951,0.0644994,0.17851904,0.012377851,0.15635583,-0.23091623,0.46178624,0.118900135,0.35901344,0.22422208,0.4903568,-0.8940964,0.06732136,-0.122236796,-0.120326124,0.13393179,0.26462936,-0.19664048,0.11869371,-0.054799553,-0.5047182,-0.22212358,0.30564085,-0.46378848,-0.23077717,-0.06244973,-0.024188511,0.35690647,-0.11704628,-0.8122217,0.06805293,0.20191605
-0.26337856,0.09316913,-0.06598264,0.27059507,-0.3449545,0.07807473,0.030153045,-0.15177514,0.23097835,0.20662376,-0.075022005,-0.12846212,0.24434863,0.08582161,-0.011590095,0.11266196,-0.22580132,0.11782932,-0.8897193,0.19011657,0.39593977,0.005500121,0.20674068,0.20610979,-0.03351848,-0.03926057,0.3209145,0.41663998,-0.11299605,0.084914684,-0.15263371,-0.41965917,0.36875534,0.024001524,0.24285509,-0.12582067,0.3461879,-0.17683442,0.3943034,-0.8608701,0.35282958,0.008021273,-0.106221594,0.27775696,0.20763695,-0.36372504,0.09219921,0.061499532,-0.3318946,0.08150947,-0.5134982,-0.37602225,-0.046963155,-0.028916366,0.21142554,0.25637653,-0.06895448,-0.89604574,0.011634428,0.24077164
-0.2815975,-0.0759109,0.15442581,0.33883944,-0.1945157,-0.046803944,0.3417526,-0.033407945,0.20691787,-0.032781877,0.0015910584,-0.24202795,-0.07006654,0.11899751,0.19371283,-0.13610883,-0.17262653,-0.0041144527,0.4356258,-0.040891107,0.12732935,-0.14369279,0.25119323,-0.054941885,0.37678188,-0.02601422,0.5317103,0.3090242,-0.032913934,-0.03968487,-0.19024445,-0.24479792,0.14763454,-0.0744137,0.5316777,-0.67080355,0.027510967,0.18810934,0.18948986,-0.3332167,0.23282419,0.1834059,-0.19101831,0.20805772,-0.20938466,-0.35421923,0.17258771,-0.12550333,-0.469154,0.12143904,-0.3033894,-0.119229525,0.09983019,0.1036753,0.1548487,0.121086165,0.10221605,-0.24469721,-0.08810286,0.3766267
0.053957596,-0.10111057,0.078927875,0.12672248,-0.15062574,-0.021284519,-0.24455294,-0.2485943,-0.03936693,-0.18657842,0.0051733833,-0.06993167,-0.124823,0.043265827,-0.15334263,0.057556134,-0.20294152,-0.003404539,1.3378713,-0.0066335276,-0.057654437,-0.31107378,-0.12987182,-0.07295921,0.15336826,0.2814867,-0.6462516,-0.19148822,0.04377695,-0.047596358,-0.07926213,0.581036,-0.23307975,-0.044806797,0.4401624,-0.24685845,-0.094971254,0.11065907,-0.21279949,0.53166175,-0.09159425,-0.07045319,-0.08913292,0.39479092,-0.10550723,0.15196902,-0.09786058,-0.05803849,0.17340219,0.3890951,0.23395433,0.029098207,0.21339771,-0.046909295,-0.25137672,-0.062714666,0.3561198,1.0129213,-0.09072067,-0.29414147
0.13044572,0.09973111,0.09979606,-0.49922588,0.14988136,-0.0062449705,-0.20839263,0.25409633,-0.15962237,0.04915505,-0.12561114,0.15928373,-0.21165739,-0.13971645,-0.034272194,0.35774893,0.417713,0.16278817,-0.58481956,0.2041346,-0.26969823,-0.025417358,0.023799442,-0.10091829,0.17769541,0.5120071,-0.23878506,-0.4220285,0.124883585,0.11193739,-0.5889599,0.40694067,-0.081791185,-0.07899971,-0.10221214,0.7161668,0.29115844,-0.1524961,0.12132764,1.2168566,-0.15770355,-0.34071472,0.014843464,0.64888036,0.01657089,0.06605294,-0.116975516,0.0031796545,0.45736703,-0.2007658,-0.23644051,0.021020306,-0.11972442,-0.011432126,0.13284379,-0.02605562,0.06699832,1.383731,0.021874093,-0.314746
0.21108593,0.038034596,-0.03341904,0.18616092,0.02829691,-0.044790305,-0.11681389,-0.007889856,-0.0143716745,-0.108510174,0.08641499,-0.15879634,0.06261104,0.015387779,0.13162681,-0.2718212,-0.20152739,-0.28801885,0.581618,-0.19904584,-0.3191398,0.18810175,-0.59838885,0.064517654,-0.4784577,-0.58599484,-0.40311345,0.34935397,0.16335024,-0.2740528,0.46089703,-0.36598086,-0.07511645,0.059255436,0.38628373,-0.70476127,-0.43474817,-0.13052861,-0.5847089,0.12861472,-0.14471479,0.07137207,-0.06691406,-0.59671324,-0.09635854,-0.061609544,-0.26813933,-0.14544451,0.26453757,0.15917051,-0.5016672,-0.02560894,0.2409619,0.0838071,-0.17659539,-0.2673879,-0.14476721,0.010578597,-0.46909392,-0.3386704
0.13910982,-0.18865477,-0.2903269,-0.086519055,0.017858021,0.106956296,0.21791764,-0.036315057,-0.18811883,-0.22024283,0.19623065,-0.066004336,-0.052840225,0.02943403,-0.057364352,-0.11530154,0.36180264,0.17489415,-0.79005146,0.2962783,-0.3788322,0.17861107,-0.45180976,0.08834157,-0.30219477,0.08458507,0.19462669,0.05453232,-0.01584014,-0.25764537,-0.37273943,-0.5020223,-0.42182037,-0.041964717,-0.067963704,0.45209283,0.019160628,0.25422186,0.008954091,0.49505055,-0.00174753,0.05146523,0.113193005,-0.52770376,-0.026857803,-0.02156051,-0.15178162,0.02511977,0.01714631,-0.068800606,0.72355,0.12434354,0.08075878,-0.032914944,-0.028932132,-0.40507415,-0.14930503,0.836953,-0.1355933,0.03000325
0.013740234,0.12915778,0.4525884,0.12105126,-0.14953816,-0.025369024,0.28864217,-0.16414146,0.08361699,0.20596543,-0.0643715,-0.18407492,-0.3512232,-0.11974821,0.14559889,-0.27421856,0.105922505,0.41489092,0.6730855,0.10941705,-0.07893336,0.09554939,0.45930725,-0.13789004,0.25307637,0.09192969,0.59759706,0.24411185,-0.015703399,-0.08433786,-0.27235082,-0.3438375,-0.32038227,0.099694915,0.52564305,0.14117813,-0.10161181,0.059223533,0.0076199006,-0.49847987,0.11148925,-0.106544025,-0.0005573854,-0.4926503,-0.24941383,-0.32933724,0.33335474,-0.04809906,-0.23063843,-0.012473363,-0.0047879927,0.4704209,-0.17888212,-0.042981625,0.22903171,0.037449922,0.16649707,-0.43720615,0.43574196,0.4699817
-0.09781882,-0.08415162,-0.13348857,0.36839652,0.33608535,-0.21136038,0.28222284,-0.02479576,-0.097861454,-0.14585435,0.07854865,-0.10010387,-0.029297873,0.037303872,0.007653443,-0.45337445,0.069305494,-0.30457008,-0.20869492,-0.18854606,-0.02318525,-0.025547866,-0.22255662,-0.13935962,0.14406526,-0.23892239,-0.119246006,-0.15918748,-0.16016491,-0.24470997,-0.19410995,0.12864888,0.035393596,-0.39757824,-0.9558872,-0.42589685,-0.26727748,0.39268178,-0.16217749,0.4821421,-0.2570375,0.3371356,-0.052901514,-0.03830011,-0.3497663,0.087806344,-0.09600186,-0.07192554,-0.19435865,0.2529606,0.3863586,0.1277798,0.16778652,0.08071859,-0.3838148,-0.14762047,0.13677023,0.8548072,-0.015311372,-0.09031232
0.08114751,-0.10044139,-0.21826795,0.2935135,0.32989147,-0.1930745,0.39670935,-0.10999173,-0.13081114,-0.10906731,0.16230507,-0.13936527,0.0041075954,-0.04923071,0.05524037,-0.46529025,0.14491297,-0.2537588,0.36255485,-0.14402477,-0.071930036,0.06744535,-0.38107234,-0.039842106,-0.16734663,-0.27050158,0.50640064,-0.10192365,-0.2912004,-0.38113964,0.5356185,-0.045311876,-0.16696694,-0.21054313,-1.3721014,0.09871082,-0.34671855,0.55818516,-0.12671761,-0.22340089,-0.3513324,0.3232366,0.098053,0.1083516,-0.07583765,0.22705813,-0.0484428,-0.04022893,-0.38468233,0.15578555,1.1074266,0.25620136,0.054512158,0.096798524,-0.49339235,-0.24872224,0.0009859018,0.09637464,-0.06060331,0.029351994
-0.24852733,0.07126484,-0.07974441,0.35882866,-0.31635594,-0.2447068,0.053539284,-0.18580766,-0.100062564,-0.15685719,0.036918014,-0.09406641,-0.074904084,0.21348974,-0.16116598,-0.039292317,0.13591067,-0.12664278,-0.28224856,-0.08213854,-0.001976397,0.046417028,-0.51596767,0.11749116,-0.2370911,-0.24801281,0.18800311,-0.21517538,-0.14003323,-0.19131187,-0.21187106,-0.1486288,0.22090915,-0.064438604,-0.13202627,0.12001876,-0.025938902,0.12551434,0.061966598,0.12899414,0.052113708,0.5337682,0.10880118,0.37557694,-0.04388456,-0.008770628,-0.22222126,0.085842915,0.04366595,0.4548714,0.7549934,-0.076827385,0.346484,0.027192391,-0.07965803,-0.20475091,-0.08981846,0.5841498,-0.1614575,-0.13310817
-0.013646595,-0.21987754,0.015517116,0.43872216,-0.20828384,0.066782035,-0.40631983,-0.17554666,0.040507082,0.055974685,0.025948985,0.115524426,0.08503965,0.16236931,-0.064816885,0.18083909,-0.5180302,-0.01388368,-0.47510338,-0.08424312,0.20254795,-0.26399407,0.13712731,0.14913577,0.10234017,0.1374349,-1.0696298,0.27147025,0.064202525,0.09509066,-0.15035626,0.060669005,0.10952791,-0.26947147,0.4272366,-0.76416767,0.110252574,0.08198007,-0.12272571,-0.11631194,0.09782624,-0.12831652,-0.27566913,-0.12069145,-0.06405376,-0.24894847,-0.11829053,-0.10987968,-0.1818402,0.41702658,-0.57784474,-0.29505798,0.13056976,-0.09286042,-0.15501022,0.09282802,0.109409615,0.17139402,-0.019203369,0.00060006324
-0.009094849,0.023623545,-0.06449033,-0.1339902,0.42979795,0.048294425,0.0349694,0.24603476,-0.06461257,0.1304113,-0.18397915,0.21979116,0.060363907,-0.12098383,-0.00820432,0.09438527,0.063907474,-0.07613389,-0.0651534,-0.07043083,0.03192841,0.03765019,0.13147995,-0.151194,0.25393906,0.13249922,-0.62162393,-0.15060541,-0.109349154,0.09503021,-0.22953083,0.25547165,0.269453,-0.20235059,-0.6244162,-0.020039134,0.05817968,0.09668143,0.017700372,1.0419736,-0.20025799,-0.29982302,0.0043243654,0.07066715,-0.12892273,0.22937073,-0.2196067,0.033509076,0.0420572,-0.117866084,-0.47597829,-0.043644775,-0.01553029,0.004832981,-0.22645465,0.08248775,0.33427152,0.8914523,0.05012488,-0.278465
-0.42137164,0.097700156,0.3639149,0.30139813,-0.541562,-0.018281432,-0.015347208,-0.16098087,0.36792263,0.17583552,-0.22983657,-0.24994461,0.1565091,0.092478134,0.011381393,0.12037657,-0.38623562,-0.008543957,0.5291692,-0.047413226,0.4006154,-0.12397224,0.31619152,0.1307185,0.15419197,-0.06864777,0.3812381,0.19791944,-0.05852389,0.005801102,0.017160391,0.15937811,0.44084263,0.21539116,0.73429793,-0.3797049,0.25165617,-0.2919513,0.28792995,-0.6835668,0.519862,0.026813515,-0.20313299,1.0523202,0.071005866,-0.31656817,0.152552,-0.04729994,-0.12052608,0.23511967,-0.46622995,-0.21007551,0.066033475,-0.10690292,0.20015597,0.3648248,0.08096893,-0.5527355,0.15975067,0.1781178
0.26690486,0.0425025,-0.20458789,-0.32074398,0.6337863,-0.093480974,0.17395249,0.4417471,-0.29005048,-0.12357826,-0.05295174,0.120937176,-0.06425521,-0.23401599,-0.015739378,-0.277127,0.46210918,-0.1531367,0.9594586,0.041077103,-0.36849797,0.2624872,-0.16560215,-0.17625771,-0.034191072,-0.046248216,0.08173271,-0.050654896,0.019568678,-0.17260392,0.13979644,-0.18335077,-0.0861317,-0.16163698,-0.91011786,0.3689164,-0.19579434,0.19047159,-0.13941301,1.0944718,-0.29894018,-0.2617077,0.09727938,-0.12324524,-0.119503364,0.26518413,-0.24997236,-0.112536736,0.065992914,-0.3223195,-0.02567336,0.27878678,-0.06180626,0.09746296,-0.22654554,-0.2625529,0.030203436,0.91914624,0.032429177,-0.1992759
-0.17125782,0.12000966,0.21500638,0.19466457,-0.29781926,0.019012459,-0.3806014,-0.14815935,0.09934853,0.21959251,-0.026254449,-0.006024204,-0.059286937,0.067615226,0.109899186,0.022319747,-0.33161277,0.08795068,-0.71089804,-0.082626164,0.32600728,-0.009670138,0.22962838,0.08833202,0.0032883286,-0.029093418,-0.8565094,0.038653433,0.08451381,-0.02625447,-0.48586154,0.010776363,0.065844186,0.033852465,0.3684212,-0.352861,-0.0628572,-0.44501603,-0.4692563,-0.37307167,0.16107784,-0.1466513,-0.2523277,-0.32475924,-0.013505623,-0.20000733,0.10844058,-0.03888135,0.45544112,0.43327805,-1.1520555,0.0057193576,-0.046687864,-0.08669973,0.012821816,0.150018,0.0767828,-0.21598786,0.2464681,-0.24150513
-0.16764705,0.076516844,0.07415588,0.36747426,-0.44737002,0.097124815,0.16840425,-0.2554575,0.14648776,-0.11866582,-0.013362562,-0.19427161,-0.050370466,0.28177205,-0.03224755,0.0982939,-0.25987792,0.012035493,0.056746297,-0.3113792,0.13774638,-0.3369557,0.21560976,-0.10502806,0.22678262,0.19808076,-0.3469804,-0.19485457,-0.06910876,0.07178806,-0.27349204,0.49854502,-0.097655796,-0.0026514977,0.9338561,-0.53210497,-0.013722364,0.4351161,0.14822853,0.07024838,-0.056804925,0.3391992,-0.12015238,-0.10838729,-0.08168642,-0.0442959,0.11542818,0.022117984,-0.20347373,0.3798304,0.5907038,0.1033796,0.3111316,0.015948422,-0.1054282,-0.005251458,0.3533017,0.44193083,-0.35091677,-0.11003643
-0.04619541,0.109613866,0.29746324,0.31711996,-0.3758542,0.012492634,0.2787262,-0.0017846972,0.1547061,-0.009718709,-0.28468937,-0.09972115,-0.21354115,0.12700655,0.10160834,-0.055722404,0.04829667,0.24710333,-0.687511,-0.08757855,-0.30686378,0.03708069,0.11945232,-0.16874364,-0.012301803,-0.05781773,0.35152912,0.001420809,-0.019079063,-0.072338805,-0.72456086,-0.6386494,-0.22322962,0.18901429,0.7151012,-0.40940452,-0.17901957,0.21209608,-0.10483961,0.26780963,0.22035892,0.36088607,0.06837529,-0.6889661,-0.3961829,-0.3606413,0.14006072,-0.02290054,-0.2705941,0.1287927,0.0310002,0.574305,0.28976303,0.06597634,0.37928915,-0.30649537,-0.026673082,0.22042444,-0.11291422,0.28310877
-0.21420015,0.010525985,0.2493725,0.2308678,-0.19913861,-0.22710533,0.053781528,-0.22319101,0.22929882,0.004546769,0.20404217,-0.25881827,0.110371865,0.004155552,-0.074796855,0.24744236,-0.16604544,-0.06737417,0.3180801,-0.078111365,0.2883456,-0.2805657,0.18659791,0.05927097,0.14200532,0.05568874,0.61611813,-0.21567321,-0.30267504,-0.016470464,0.69889,0.60471994,0.061947234,0.14957747,-0.56896937,0.062403318,0.034733716,-0.0033637267,0.3485986,-0.9275502,0.061674397,0.08227881,-0.130216,1.3724426,0.1516332,0.060499467,0.28230843,0.12308762,-0.25040162,0.19104275,0.5256942,-0.097938575,-0.12547402,-0.0034086034,-0.25107434,0.2832545,0.11703263,-0.6951156,0.0329375,0.25239104
-0.03914865,0.12842764,-0.196712,0.20061499,-0.063672915,-0.117204495,0.18123174,-0.06189272,0.01019394,-0.0022094585,-0.05042375,-0.23462208,-0.082187064,0.009300364,0.02498131,0.009021164,0.05787236,0.0608983,-1.0358311,-0.064005196,-0.057139006,0.0211302,-0.31410572,0.08394305,-0.21593195,-0.08245382,0.111337915,-0.098903656,-0.0311061,-0.30620342,-0.6644952,-0.3067577,0.16585326,-0.10344068,-0.99772006,0.21598935,0.22320607,0.1438582,0.05206714,0.58978033,-0.09191044,0.28267938,0.063384905,0.620308,0.110334195,-0.12715636,-0.1932205,0.01086359,0.11340726,0.29594398,-0.15244907,0.031054856,0.10900192,0.027495459,0.048265673,-0.24887756,-0.20228644,1.1194288,-0.1628643,-0.23931994
0.09666354,0.09049728,0.044158373,-0.29784358,0.24524057,-0.07143516,0.13703609,0.24304724,-0.044918913,0.1565085,-0.12651601,0.025168158,-0.32523915,-0.1259627,0.07970192,-0.044451836,0.10607207,0.18892187,-1.0595443,-0.01314234,-0.05834395,-0.116885275,0.22611058,-0.02763164,0.13458213,0.50349486,0.2436476,-0.17757346,0.084772244,-0.10476682,-0.63563794,0.258875,-0.11169728,-0.09351995,-1.0818062,0.5570283,0.13969398,0.22354607,0.099898234,0.49317428,-0.2603549,-0.234916,-0.047836773,0.5775886,0.097987115,0.06913136,0.007170614,-0.13460119,0.090903424,-0.124781474,-0.45979437,0.21767826,-0.18578763,-0.040410154,0.14216518,0.07011764,-0.14144899,0.6401617,0.0922412,-0.24831636
0.22270869,-0.03760981,-0.0756547,0.40665364,-0.12376181,0.058157615,-0.075618915,-0.21860601,-0.031568326,0.00014380366,0.06833141,-0.18105377,0.106538355,0.2135393,0.025322309,-0.1695508,-0.3681198,-0.25952032,1.2345061,-0.18237811,-0.00743312,-0.07970156,-0.263918,0.19860709,-0.2667114,-0.10220939,-0.42772236,0.39610976,0.074471176,-0.15894496,0.6078023,0.35685164,-0.035286658,-0.23465401,0.6595268,-0.41791746,-0.056539204,0.15997106,-0.077852055,-0.27664492,-0.025168141,-0.10490244,-0.20833927,0.0021094643,0.044483922,-0.10073472,-0.20468172,-0.24658737,-0.091618754,0.22184995,0.07763921,-0.2777469,0.17540652,0.014045648,-0.25827804,0.09448077,0.14955857,0.068528846,-0.19111003,-0.36401746
0.07879937,0.06992032,0.18439628,-0.072809175,-0.4055119,0.022122407,-0.5940381,-0.15323412,-0.004745178,-0.07510241,-0.11975141,0.11053245,-0.115438715,0.014302591,-0.012886325,0.27015576,-0.22536251,0.08254382,0.8354536,0.0071267895,0.003289003,-0.15137628,0.039377697,0.06833311,0.15697747,0.24271101,-0.9381728,-0.22938512,0.26533797,0.019128224,-0.11935574,0.37862754,0.030819796,0.06725188,0.87489545,-0.11135622,0.12945214,-0.33203685,-0.32314426,0.4773851,0.10528262,-0.19583112,0.00933885,0.54462415,0.03651724,-0.056098245,-0.077851295,0.06948829,0.66521347,0.34087995,-0.31160244,-0.13489315,0.17674354,-0.13769963,0.020399712,-0.012400782,0.10082367,0.8574366,0.13035208,-0.29424948
0.16589628,-0.09551538,-0.079218805,0.22629598,0.047510095,0.070515186,-0.5846317,-0.25559202,-0.12614167,0.24665076,-0.076718114,0.20975095,0.22764842,0.005660316,-0.1466435,0.18293837,-0.3689347,0.039874922,0.71211576,-0.06890109,0.071657225,-0.11149427,-0.06272389,0.17630571,-0.113411605,-0.011450872,-1.1806223,0.43476227,-0.05846819,0.2406036,0.3119857,0.015018554,0.16998799,-0.27285552,0.7956269,-0.4038151,0.2641118,-0.114553586,-0.36319456,-0.31393003,0.08848715,-0.41194817,-0.0065922253,-0.5142074,-0.06882903,-0.10960027,-0.24262789,-0.042302225,0.107462965,0.23010647,-0.4742562,-0.41516078,-0.042713046,-0.14031404,-0.24658975,0.19781342,0.1403266,-0.15792635,0.30098662,-0.21297769
-0.0583366,-0.027242174,-0.09353046,-0.1832479,-0.008324463,-0.00068718474,0.0082550915,0.32174662,-0.043852404,-0.18906316,-0.034163855,0.11283499,0.12054544,0.02899587,-0.04230795,0.106540926,0.093995005,-0.049458478,-1.6761999,0.26806244,-0.041229326,0.20573166,-0.0009862036,0.08009509,-0.1311984,-0.11419903,0.45009997,0.108173065,0.015734721,0.33920407,-0.18651903,-0.56819946,-0.101780556,0.22179815,0.118945286,-0.075318016,-0.05598144,-0.58136195,0.10538502,-0.18331632,0.43456817,-0.04540872,0.06190665,-0.2472944,-0.12777776,-0.172349,0.20204407,0.0066317273,0.05022668,-0.3472452,-0.77596277,-0.02605488,0.003723722,0.18127859,0.36654896,0.13881181,-0.21089305,-0.7764413,-0.25966933,0.40907183
-0.050502546,-0.10558132,0.10695942,0.18701458,-0.11561292,0.13417368,-0.12653439,-0.12995316,-0.013247263,-0.20915148,0.059293732,0.09240529,-0.17596675,0.09231837,0.1677266,-0.04692029,-0.1686372,0.11188127,0.6088291,-0.016247895,0.15582557,-0.21709861,0.2785185,-0.060541883,0.35574225,0.14355637,-0.93878156,-0.1063554,0.06618618,-0.10144462,-0.7129979,-0.02374757,-0.18578655,-0.15217304,0.43551716,-0.47430113,-0.039414216,0.19819349,-0.4086282,0.3078109,0.09747167,0.086903326,-0.14589098,-0.3899332,-0.26469928,-0.13658167,0.08105679,-0.06277432,0.18408847,0.35389364,-0.27356493,0.11725024,0.18663429,-0.11515059,-0.1779409,-0.20885217,0.2699729,0.796152,0.08598997,-0.14728698
